name,length,count_paragraphs,count_sentences,count_tokens,keywords
036.txt,2358,5,20,465,said:politics:fear:liberal:one:hope:kennedy:new:labour:party
037.txt,1290,4,11,237,miliband:david:key:policy:blair:government:minister:labour:prior:unit
038.txt,1931,5,13,349,borders:line:rail:said:scottish:edinburgh:could:campaign:closure:tweedbank
039.txt,3150,8,28,609,government:arts:wales:welsh:assembly:said:james:germany:would:ms
040.txt,3420,8,23,652,lords:said:law:government:detainees:foreign:secretary:decision:without:trial
041.txt,3850,6,28,721,blunkett:mr:home:labour:immigration:secretary:also:sheffield:first:party
042.txt,3199,6,25,597,pension:said:public:government:pensions:workers:strike:plans:unions:service
043.txt,1431,4,12,295,older:election:said:people:parties:vote:lishman:political:voters:says
044.txt,1338,3,12,247,duchy:income:prince:private:cornwall:charles:money:mps:aides:officials
045.txt,1645,5,14,317,mcletchie:said:mr:conflict:firm:tods:murray:leader:work:interest
046.txt,2565,6,19,489,mr:blunkett:secretary:blair:home:quinn:mrs:prime:minister:sheffield
047.txt,2981,6,19,565,students:scotland:fees:scottish:universities:england:wallace:said:applications:would
048.txt,3269,7,21,595,animal:bill:committee:animals:said:government:draft:welfare:plans:mps
049.txt,2765,6,22,539,cards:id:new:said:mr:would:clarke:home:plans:secretary
050.txt,4130,7,27,769,ban:would:smoking:health:public:said:scotland:scottish:mcconnell:mr
051.txt,2396,6,16,430,said:parents:children:system:mps:child:access:courts:delays:used
052.txt,2613,7,15,488,nuclear:states:says:failing:etzioni:us:material:terrorists:strike:terror
053.txt,3256,6,24,644,makarov:british:mr:hunger:strike:intelligence:authorities:years:government:week
054.txt,1457,4,12,288,buyers:said:stamp:threshold:would:first:time:lib:dems:liberal
055.txt,3174,7,25,574,kelly:teachers:pupils:ms:disruptive:school:discipline:secretary:made:children
056.txt,3108,6,23,549,people:said:ethnic:citizenship:young:black:strategy:minority:home:clarke
057.txt,1305,4,11,238,children:prof:young:people:england:appointed:hospital:health:power:matter
058.txt,2244,5,18,447,eu:china:said:arms:ban:embargo:lifted:us:straw:mr
059.txt,3011,6,20,555,parties:donations:says:political:cap:commission:public:elections:report:would
060.txt,2499,6,18,515,peace:cardinal:war:iraq:said:used:poverty:christmas:new:billions
061.txt,1878,5,17,356,ballot:papers:royal:mail:darlington:council:problem:assembly:investigating:said
062.txt,3457,8,24,663,muslims:labour:muslim:said:vote:issues:election:voting:mab:could
063.txt,1506,4,11,291,day:days:christmas:new:year:special:workers:want:festive:holidays
064.txt,1853,6,14,355,turkey:eu:country:blair:talks:deal:membership:mr:muslim:cyprus
065.txt,2664,8,20,505,men:guantanamo:said:bay:evidence:home:uk:also:torture:british
066.txt,3095,7,25,607,said:men:chamber:commons:offence:house:hunting:ban:act:police
067.txt,3536,9,26,664,access:said:court:plans:parents:could:orders:fathers:government:children
068.txt,3388,8,27,618,bill:would:said:people:could:decisions:mps:euthanasia:debate:treatment
069.txt,2285,5,20,422,government:workers:public:pension:choice:sector:unions:prescott:union:talks
070.txt,3157,7,23,597,said:home:trial:house:terror:secretary:serious:suspects:without:mr
071.txt,1723,4,12,308,visa:said:staff:committee:system:application:every:minutes:home:office
072.txt,3155,9,25,612,bill:house:lords:said:clarke:mr:government:concessions:arrest:would
073.txt,2239,6,17,440,lord:would:said:succession:dubs:bill:royal:discrimination:labour:peer
074.txt,1268,4,11,220,arrested:bnp:commit:man:griffin:police:following:documentary:suspicion:men
075.txt,2554,6,16,515,mr:said:johnson:ken:livingstone:apologise:think:jewish:also:blair
076.txt,2491,5,16,462,defence:projects:report:said:procurement:delays:says:year:nao:total
077.txt,1456,4,10,281,budget:election:brown:chancellor:march:commons:announced:likely:last:government
078.txt,3979,8,28,725,children:said:return:child:asylum:best:albania:interests:care:spokesman
079.txt,2913,6,22,518,register:voters:vote:said:electoral:younger:could:people:voting:mr
080.txt,3104,5,27,575,government:report:million:adult:literacy:adults:people:said:target:skills
081.txt,2002,6,18,393,id:cards:said:would:tories:introduce:bill:party:home:whether
082.txt,3104,6,26,598,eu:said:mr:constitution:straw:uk:foreign:referendum:would:government
083.txt,1569,4,15,341,hague:mr:party:said:ambition:leader:told:would:front:conservative
084.txt,1556,4,13,294,civil:public:cuts:service:jobs:could:economy:tuc:reforms:strike
085.txt,3121,7,22,575,quangos:set:labour:council:report:lewis:said:government:research:football
086.txt,2382,5,22,460,stem:research:people:howard:cells:must:cell:hope:millions:tissue
087.txt,3721,11,27,686,asylum:said:plans:howard:would:people:refugees:mr:immigration:uk
088.txt,3302,7,29,637,marketing:calls:said:people:parties:party:rules:tps:telephone:would
089.txt,3579,8,26,669,mcletchie:mr:said:tods:murray:partner:section:leader:legal:scottish
090.txt,1731,5,14,290,climate:msps:warning:change:committee:scotland:control:several:decades:scottish
091.txt,1108,3,8,199,winter:people:energy:every:year:would:insulation:vouchers:cut:pensioners
092.txt,2450,7,19,447,behaviour:also:new:areas:say:special:government:orders:asbos:year
093.txt,1584,5,11,304,iraq:kennedy:said:mr:troops:exit:strategy:withdrawal:situation:british
094.txt,3010,5,21,579,drinking:mcconnell:get:binge:people:drunk:promotions:said:first:minister
095.txt,2622,5,17,507,mr:said:baume:brown:blair:union:government:civil:chancellor:prime
096.txt,2137,6,18,422,would:said:howard:number:mr:mps:welsh:cut:party:government
097.txt,2967,6,20,574,home:said:countries:clarke:mr:deport:suspects:secretary:told:government
098.txt,2132,6,15,398,care:research:policy:personal:ministers:sums:free:report:said:scottish
099.txt,2629,7,20,485,mr:brown:blair:labour:prosperity:new:prime:minister:government:trying
100.txt,3532,6,29,699,said:mubanga:mr:guantanamo:british:told:us:camp:would:man
101.txt,3449,4,26,660,council:said:local:tax:government:councils:rises:services:welsh:taxes
102.txt,2688,7,24,550,said:mr:blunkett:inquiry:nanny:sir:alan:blair:told:secretary
103.txt,2276,6,17,418,foster:carers:government:said:minimum:children:costs:payment:week:make
104.txt,2847,6,22,545,prince:charles:parker:bowles:mrs:said:couple:queen:diana:royal
105.txt,3244,9,24,609,community:police:people:likely:said:muslim:targeted:showed:search:figures
106.txt,2910,7,26,575,asylum:said:howard:system:mr:plans:would:refugees:people:immigration
107.txt,2082,4,15,414,mr:labour:brown:election:blair:new:said:role:would:key
108.txt,1061,3,8,203,merger:unions:amicus:tgwu:union:two:could:million:members:would
109.txt,1909,5,13,337,uk:ict:business:use:businesses:firms:report:using:broadband:mr
110.txt,2844,7,27,576,britain:howard:said:mr:government:people:blair:wrong:tackle:problems
111.txt,5426,17,53,1057,party:ukip:mr:said:veritas:election:robert:would:parties:leader
112.txt,2171,5,18,433,blunkett:said:mr:quinn:good:disagreed:minister:poll:sunday:thought
113.txt,1757,5,19,390,pound:lucy:mr:said:pretty:mp:told:mother:children:shock
114.txt,1773,4,13,330,ballot:transport:council:vote:residents:edinburgh:green:may:referendum:congestion
115.txt,3450,6,24,650,limit:would:drivers:said:transport:safety:road:lives:says:save
116.txt,3024,8,21,592,agency:csa:said:system:would:work:committee:payments:pensions:option
117.txt,1538,5,15,315,lords:speaker:lord:boothroyd:said:house:chancellor:commons:manifesto:peers
118.txt,2497,6,20,479,courts:lord:court:victims:witnesses:evidence:falconer:said:giving:chancellor
119.txt,2798,8,21,539,lord:scarman:said:great:brixton:riots:judge:lawyer:inquiry:human
120.txt,2255,5,18,453,harry:prince:said:would:apology:howard:mr:people:leader:make
121.txt,3247,6,28,630,waiting:said:target:wales:months:patients:health:new:welsh:targets
122.txt,3393,7,27,665,health:tb:said:would:people:uk:tests:howard:case:hiv
123.txt,960,4,8,173,mps:commons:chamber:speaker:use:blackberries:martin:used:phone:pager
124.txt,3508,6,22,712,said:wales:waiting:health:dr:gibbons:hutt:lists:ms:minister
125.txt,2214,4,19,436,houston:said:mr:ukip:suspended:candidate:party:views:would:criminally
126.txt,2682,6,25,528,mr:bush:president:blair:also:european:said:chirac:eu:world
127.txt,3625,8,27,692,said:aid:brown:mr:world:countries:year:development:debt:nations
128.txt,3712,9,31,710,brown:mr:said:borrowing:chancellor:also:leave:would:debt:next
129.txt,1378,4,10,241,ivory:coast:standby:uk:troops:case:french:nationals:british:evacuate
130.txt,2637,6,22,505,aid:world:poverty:countries:said:report:nations:rich:blair:end
131.txt,2161,4,14,390,police:fairford:coaches:court:raf:appeal:protestors:appealed:decision:turn
132.txt,1959,5,14,363,age:pensions:said:retirement:johnson:work:government:entirely:would:mr
133.txt,1685,4,15,335,jowell:bill:culture:gambling:ms:secretary:media:told:newspaper:would
134.txt,2638,7,20,521,hunting:said:police:hunt:law:ban:would:legal:force:illegal
135.txt,3516,10,29,681,british:also:blair:mr:said:uk:aid:government:bbc:indonesia
136.txt,2804,8,23,552,said:china:embargo:straw:code:mr:arms:human:rights:eu
137.txt,3514,10,27,676,said:law:hunts:hunt:hunting:police:would:ban:new:bbc
138.txt,2474,5,16,452,fraud:eu:said:member:states:cases:uk:office:worth:report
139.txt,1845,5,15,348,straw:india:bus:region:said:kashmir:pakistan:line:countries:mr
140.txt,1369,5,12,254,women:survivors:raped:rwandan:help:genocide:infected:hutu:funding:access
141.txt,3153,8,27,620,said:id:cards:would:howard:plans:mr:shadow:decision:police
142.txt,3213,8,24,642,referendum:constitution:said:eu:question:would:government:vote:europe:blair
143.txt,2604,5,17,515,said:black:minority:shortlists:ethnic:asian:labour:malik:mp:boost
144.txt,1227,4,13,257,said:mp:kenya:six:men:nairobi:mugging:attacked:park:davies
145.txt,982,3,9,189,bnp:meeting:ukip:party:resigned:suffolk:mr:candidate:coastal:attended
146.txt,2252,5,18,423,nuclear:waste:britain:would:stored:uk:said:dumpsite:back:countries
147.txt,2781,8,23,541,mr:labour:immigration:tories:clarke:migrants:said:blair:would:told
148.txt,2662,6,24,499,mr:men:election:court:case:birmingham:police:postal:sukul:trio
149.txt,2437,4,17,460,mr:blair:said:palestinian:peace:conference:israelis:sharon:abbas:would
150.txt,1455,4,12,280,iraq:hassan:galloway:mrs:care:anything:release:appealed:aid:international
151.txt,2712,5,24,533,said:men:begg:police:uk:four:mr:would:london:evidence
152.txt,2846,6,23,552,hunting:said:law:people:hunts:foxes:clear:hunt:ban:dogs
153.txt,2523,7,18,481,asylum:said:system:clarke:immigration:economic:migrants:government:seekers:mr
154.txt,2873,6,20,596,mayor:said:livingstone:mr:london:made:like:concentration:camp:guard
155.txt,2693,8,24,519,said:pakistani:musharraf:visit:blair:women:president:pakistan:britain:gen
156.txt,2552,7,19,473,mr:sir:smith:made:john:civil:blunkett:career:visa:new
157.txt,2972,7,29,598,mr:said:party:bbc:slurry:show:police:mp:manchester:attacker
158.txt,1575,4,12,293,fuel:duty:year:brown:freeze:said:duties:raise:motorists:petrol
159.txt,3094,8,26,592,howard:election:tory:says:mr:people:labour:manifesto:said:britain
160.txt,3135,7,22,586,trial:macdonald:special:said:government:qc:mr:without:jury:britain
161.txt,1826,5,15,350,turkey:eu:deal:country:world:membership:blair:said:mr:turkish
162.txt,1927,5,15,362,safety:said:health:tuc:workers:union:whistleblowers:workplaces:work:government
163.txt,1465,4,10,285,lords:kinnock:reform:said:mr:take:acceptance:house:democratic:put
164.txt,1786,5,15,335,scotland:mcconnell:said:people:disaster:first:scottish:mr:aid:wave
165.txt,2938,7,25,574,police:said:new:close:pubs:fox:closure:mr:licensing:could
166.txt,2158,5,19,435,blunkett:mr:home:said:love:bbc:job:quinn:secretary:visa
167.txt,2719,7,18,456,said:government:housing:homes:environmental:report:england:sustainable:communities:john
168.txt,3772,9,26,679,murder:guilty:sentences:committee:murderers:mps:sentence:said:plea:home
169.txt,2423,6,19,485,hunting:dogs:mr:offence:away:said:bradshaw:would:define:new
170.txt,2707,5,21,515,patients:said:powys:hospital:health:hereford:welsh:board:waiting:months
171.txt,1475,4,11,278,sports:would:said:children:schools:tories:two:hours:week:clubs
172.txt,2462,5,14,440,schools:bell:mr:said:citizenship:must:faith:british:society:muslim
173.txt,2496,5,21,466,executive:slopping:napier:said:case:human:rights:standard:raised:ministers
174.txt,4110,7,31,770,said:ferguson:ministers:would:minister:scottish:executive:decision:leave:patient
175.txt,2384,6,14,461,labour:said:chancellor:conservative:party:brown:cuts:public:britain:economy
176.txt,3206,5,20,567,sites:councils:travellers:said:traveller:new:powers:communities:mps:legal
177.txt,2881,9,23,538,plaid:security:services:cymru:llwyd:arson:involved:glyndwr:mp:attacks
178.txt,1285,3,11,249,rail:balfour:beatty:hatfield:trial:managers:line:accident:go:five
179.txt,2730,8,22,532,ban:hunting:hunt:hunts:police:law:said:expected:countryside:alliance
180.txt,3071,7,25,587,bill:said:falconer:would:lord:changes:critics:political:mps:could
181.txt,2413,6,19,472,sport:said:school:hours:government:back:blair:schools:initiative:sports
182.txt,3388,9,25,648,house:would:terror:home:clarke:suspects:arrest:mr:powers:plans
183.txt,2115,5,17,371,minister:sir:nicholas:northern:ireland:former:ulster:scott:died:kensington
184.txt,3368,8,24,659,said:advice:lord:goldsmith:blair:statement:mr:iraq:calls:war
185.txt,2436,7,24,485,swansea:bnp:mosque:leaflet:said:police:community:wales:building:south
186.txt,2672,7,22,547,mr:livingstone:said:apologise:blair:mayor:think:says:london:jewish
187.txt,2316,5,17,445,casinos:gambling:said:casino:bill:new:government:jowell:number:move
188.txt,1228,4,11,220,said:visit:security:papers:president:musharraf:spokesman:files:pakistani:found
189.txt,3195,8,24,615,mr:bush:blair:said:us:president:change:world:global:would
190.txt,1590,5,17,334,howard:snooker:mr:time:school:said:hall:llanelli:left:world
191.txt,1352,3,12,279,short:un:said:us:ms:authority:tsunami:aid:coalition:india
192.txt,3514,6,28,659,said:four:government:mr:detainees:guantanamo:us:uk:release:rights
193.txt,3071,6,24,580,immigration:eu:asylum:britain:mr:uk:said:davis:veto:argued
194.txt,1628,4,14,302,said:bush:cherie:blair:legal:rights:law:us:accused:supreme
195.txt,1942,5,15,381,africa:said:blair:would:tsunami:disaster:mr:figures:deal:countries
196.txt,2604,6,17,486,bbc:campbell:mr:labour:said:mandelson:campaigning:alastair:dirty:tricks
197.txt,1866,5,13,340,blair:cut:mr:us:climate:change:emissions:sign:kyoto:said
198.txt,2813,5,25,552,police:drinking:said:chief:people:however:hayman:plans:binge:constable
199.txt,2646,5,23,513,games:children:said:industry:adults:game:parents:playing:warnings:violent
200.txt,2569,5,23,508,campaign:mallon:mr:said:north:east:people:assembly:yes:boost
201.txt,1982,5,15,401,bnp:said:immigration:tories:howard:told:want:mr:rejected:bbc
202.txt,2710,5,18,514,would:drinking:said:police:go:tories:plans:earlier:allowing:problem
203.txt,2529,7,18,474,said:defra:outbreak:leigh:foot:mouth:department:future:mr:crisis
204.txt,2602,5,18,460,prison:reoffending:justice:service:work:agency:plans:scottish:criminal:system
205.txt,2632,6,22,498,archbishop:detained:without:tutu:trial:uk:held:unacceptable:guantanamo:release
206.txt,1448,4,9,290,mr:blunkett:said:blair:return:david:carpet:would:serve:future
207.txt,1486,4,12,276,election:february:poll:said:labour:would:reports:blair:general:speculation
208.txt,1793,5,12,322,said:gurkhas:relief:indonesia:government:offer:aceh:help:tsunami:offered
209.txt,2114,4,16,394,palestinian:said:abbas:mr:attacks:israeli:added:israel:syria:foreign
210.txt,3056,4,26,583,wales:civil:strike:said:servants:services:action:jobs:service:across
211.txt,3145,7,23,601,lord:woolf:said:judge:inquiry:chancellor:public:whether:would:inquiries
212.txt,931,3,8,185,mr:howard:party:crosby:said:report:win:statement:added:elections
213.txt,3531,8,24,658,students:lib:would:vote:university:fees:dems:election:labour:west
214.txt,2928,7,20,543,custody:vulnerable:people:committee:death:problems:prison:said:lives:mps
215.txt,4061,7,29,775,new:marry:rules:uk:said:office:marriage:home:marriages:last
216.txt,2220,5,18,416,evidence:would:suspects:says:solana:mr:naive:court:foreign:human
217.txt,1685,4,12,307,schools:mock:take:part:election:elections:hansard:society:pupils:said
218.txt,3634,8,28,722,mr:blair:said:brown:minister:prime:told:book:claims:election
219.txt,2932,6,19,554,jamieson:said:clubs:ms:executive:football:people:kind:minister:matches
220.txt,2728,6,17,546,said:country:home:system:would:clarke:uk:mr:immigration:asylum
221.txt,2959,6,21,539,said:home:lords:clarke:ruling:law:would:secretary:suspects:human
222.txt,1879,5,15,362,constitution:question:poll:vote:eu:would:government:referendum:two:said
223.txt,1919,5,14,408,said:blair:party:kennedy:trust:tax:mr:people:lib:tony
224.txt,3550,7,25,666,said:law:lords:trial:laws:lord:rights:detainees:appeal:foreign
225.txt,2389,6,16,464,mr:prime:minister:blair:chancellor:brown:told:mps:book:labour
226.txt,1787,5,17,321,plans:government:would:said:britain:tories:cut:needed:taxes:forgotten
227.txt,2919,7,22,563,cards:would:mr:clarke:bill:id:faces:rebellion:scheme:blunkett
228.txt,1780,5,16,351,labour:said:poster:jewish:tory:party:pigs:mennear:time:people
229.txt,2920,7,26,555,said:death:case:iraqi:uk:british:custody:human:rights:ruled
230.txt,2975,7,22,548,said:law:police:householders:use:force:burglar:intruders:prosecuted:published
231.txt,2439,5,15,452,said:guilty:sentences:woolf:lord:guidelines:would:reduction:crime:victims
232.txt,1933,5,14,385,mayor:said:ken:livingstone:office:london:jewish:believe:probe:investigation
233.txt,1997,5,13,375,information:public:said:dca:act:bodies:freedom:ready:month:committee
234.txt,3503,8,24,646,police:would:said:blunkett:policing:people:mr:plans:local:also
235.txt,1034,4,8,197,party:new:lib:election:chief:walkington:said:dems:senior:communications
236.txt,963,4,8,182,cunningham:labour:mr:jack:stand:cabinet:minister:said:agriculture:blair
237.txt,960,4,8,167,said:asylum:britain:immigration:policy:veritas:argued:year:successful:mr
238.txt,2173,6,19,403,regiments:labour:said:scottish:group:election:scotland:move:seats:save
239.txt,2484,8,22,464,said:csos:police:powers:officers:would:crime:home:federation:suspects
240.txt,2254,5,15,417,betting:punters:sports:exchanges:sport:group:might:allow:inquiry:internet
241.txt,3393,5,24,646,councils:tax:services:scotland:said:council:year:local:increase:years
242.txt,2770,6,21,482,said:information:government:act:freedom:public:whitehall:shredding:tories:departments
243.txt,1220,4,10,213,fish:fishing:mps:industry:committee:scotland:report:uk:members:processors
244.txt,2889,6,24,524,research:kelly:said:education:views:ms:policy:scientists:concerns:professor
245.txt,3018,5,19,551,regiments:army:regiment:scotland:super:scottish:said:decision:expected:board
246.txt,3528,8,24,658,university:said:education:areas:report:higher:likely:england:people:students
247.txt,1580,4,13,303,kennedy:people:say:britain:mr:temple:address:ethnic:also:terrorism
248.txt,1708,11,14,341,blunkett:would:said:david:man:go:public:something:work:think
249.txt,812,3,7,158,election:debate:blair:said:mr:tv:answer:leader:says:tony
250.txt,6637,20,79,1304,issue:election:choice:get:mps:government:whether:public:make:pensioners
251.txt,4334,8,26,832,brown:minister:mr:prime:blair:aid:government:conference:newspapers:would
252.txt,3253,8,23,645,mr:blair:brown:book:said:stand:minister:would:next:election
253.txt,3634,8,28,722,mr:blair:said:brown:minister:prime:told:book:claims:election
254.txt,4440,11,35,816,brown:men:election:mr:labour:blair:claims:two:westminster:chancellor
255.txt,3584,8,30,710,mr:brown:blair:said:labour:gordon:reports:election:would:way
256.txt,3354,8,24,656,mr:blair:labour:brown:said:way:election:government:would:party
257.txt,3354,8,22,635,mr:brown:blair:labour:party:said:mps:election:prescott:told
258.txt,3569,7,22,697,election:labour:two:prime:minister:brown:mr:party:mps:squabbling
259.txt,4145,8,36,808,mr:former:mackenzie:panel:make:show:could:candidates:public:winner
260.txt,3085,8,23,596,mr:brown:labour:prime:minister:told:blair:new:mps:prescott
261.txt,3304,8,27,644,mr:labour:milburn:brown:election:prescott:campaign:poster:event:years
262.txt,2895,7,24,564,mr:blair:chancellor:brown:prime:minister:said:tory:would:labour
263.txt,4686,9,37,946,one:confess:prisoners:arms:stop:argument:last:even:better:word
264.txt,3531,7,25,681,labour:election:new:speech:prime:minister:manifesto:chancellor:every:blair
265.txt,2142,6,20,388,plans:would:government:said:britain:tories:cut:needed:taxes:forgotten
266.txt,1837,5,14,364,bill:succession:would:crown:throne:said:government:peers:law:change
267.txt,4883,10,49,986,ukip:election:tories:morris:believe:party:britain:eu:general:think
268.txt,3167,6,26,620,labour:said:milburn:people:mr:told:reforms:would:new:work
269.txt,1046,3,9,197,little:survey:pupils:politics:questioned:knew:lib:dems:one:also
270.txt,2950,5,23,567,tax:mr:howard:cuts:tory:robert:jackson:labour:election:finally
271.txt,3315,6,26,649,mr:howard:government:would:taxes:cuts:leader:spending:services:borrowing
272.txt,3182,7,21,596,party:election:kennedy:opposition:labour:lib:big:tax:liberal:democrats
273.txt,2476,5,18,472,lord:chancellor:said:government:minister:job:bill:lords:person:lawyer
274.txt,2154,5,18,434,brown:world:also:says:one:mr:politics:memory:gordon:eyes
275.txt,2513,6,19,502,tax:tory:howard:cuts:would:tories:able:party:mr:election
276.txt,2780,7,22,520,mr:labour:said:brown:blair:bannatyne:government:would:give:also
277.txt,1776,4,12,325,labour:howard:tax:mr:blair:said:party:tory:taxes:plans
278.txt,1935,5,14,360,new:labour:election:one:parties:billion:tories:headquarters:press:campaign
279.txt,2920,6,22,549,rights:human:said:war:khan:amnesty:movement:ms:groups:language
280.txt,1921,6,15,368,mr:blair:us:bush:said:prime:minister:president:military:europe
281.txt,2884,7,21,576,party:ukip:mr:said:new:european:uk:election:confirm:knapman
282.txt,3433,7,25,683,said:mr:would:blair:tory:spending:labour:party:cuts:plans
283.txt,2907,6,20,548,election:kennedy:lib:mr:party:services:tax:taxes:labour:tories
284.txt,3743,8,27,751,party:election:labour:tax:kennedy:conservatives:one:claims:general:said
285.txt,1569,4,15,341,hague:mr:party:said:ambition:leader:told:would:front:conservative
286.txt,2223,4,19,438,houston:said:mr:ukip:suspended:candidate:party:views:would:criminally
287.txt,1538,5,15,315,lords:speaker:lord:boothroyd:said:house:chancellor:commons:manifesto:peers
288.txt,1940,6,15,370,mr:ukip:said:party:hockney:houston:london:members:leader:new
289.txt,2506,4,18,483,kinnock:lords:labour:house:former:leader:lord:education:later:baron
290.txt,25485,56,254,4977,forsyth:government:mr:people:threat:without:new:agree:one:terrorists
291.txt,1061,3,8,203,merger:unions:amicus:tgwu:union:two:could:million:members:would
292.txt,3876,5,33,780,mr:ukip:said:eu:told:mep:party:germany:meps:documentary
293.txt,13829,47,134,2686,ukip:party:mr:parties:kilroy:one:people:said:veritas:robert
294.txt,1879,6,15,348,government:unions:choice:union:public:could:workers:said:civil:strike
295.txt,1931,5,15,384,blair:mr:labour:prime:minister:lord:party:brown:chancellor:tony
296.txt,1839,6,16,359,archer:lord:would:said:dr:fox:tory:conservative:party:sympathetically
297.txt,2611,6,17,487,bbc:campbell:mr:labour:said:mandelson:campaigning:alastair:dirty:tricks
298.txt,3011,6,20,555,parties:donations:says:political:cap:commission:public:elections:report:would
299.txt,2010,6,18,393,id:cards:said:would:tories:introduce:bill:party:home:whether
300.txt,3153,8,27,620,said:id:cards:would:howard:plans:mr:shadow:decision:police
301.txt,3053,7,23,591,tax:said:would:lib:kennedy:taxes:dems:people:government:mr
302.txt,2656,7,20,521,galloway:mr:said:labour:mp:green:king:bethnal:constituency:london
303.txt,3537,7,27,676,mr:sir:edward:thorpe:government:coalition:colleagues:prime:minister:form
304.txt,962,3,8,181,ukip:labour:campaign:party:outspent:figures:spent:conservatives:buying:eu
305.txt,3185,8,25,590,labour:mr:said:milburn:election:campaign:would:battle:blair:party
306.txt,2204,6,18,438,campbell:election:labour:campaign:mr:told:would:street:alastair:return
307.txt,1791,4,14,346,mr:jackson:labour:europe:blair:conservative:mp:said:minister:party
308.txt,1142,3,10,229,meyer:party:tory:horse:sir:anthony:leadership:died:challenge:john
309.txt,1442,4,9,260,mock:elections:young:people:uk:electoral:commission:said:politics:feel
310.txt,960,4,8,173,mps:commons:chamber:speaker:use:blackberries:martin:used:phone:pager
311.txt,2285,5,20,422,government:workers:public:pension:choice:sector:unions:prescott:union:talks
312.txt,2273,6,21,422,public:government:workers:pension:choice:sector:unions:prescott:union:said
313.txt,2374,5,19,467,said:election:older:state:pension:people:pensions:parties:vote:lishman
314.txt,1576,4,12,328,blair:said:people:trust:answer:news:mr:talking:say:things
315.txt,4214,9,27,830,mr:smith:new:chief:work:csa:still:departure:pensions:committee
316.txt,2526,7,23,493,mr:jewish:blair:howard:said:ever:attack:also:labour:would
317.txt,2743,6,21,528,tax:would:council:say:pensioners:said:local:says:government:system
318.txt,1845,5,13,332,ethnic:minority:labour:said:shortlists:minorities:spokesman:party:race:white
319.txt,2826,6,26,540,lords:said:group:would:mps:second:chamber:members:government:plan
320.txt,3299,6,25,594,also:register:former:year:secretary:paid:hague:work:shown:shows
321.txt,1685,4,12,307,schools:mock:take:part:election:elections:hansard:society:pupils:said
322.txt,2761,5,22,476,donations:party:parties:gave:company:received:quarter:political:conservatives:came
