name,length,count_paragraphs,count_sentences,count_tokens,keywords
result_177.txt,2153,3,13,350,issues:miliband:today:one:immigration:labour:ed:reforms:like:cameron
result_178.txt,1523,3,7,243,mps:report:sentences:committee:people:expresses:concerns:automatic:reduction:murder
result_179.txt,2075,1,15,356,kennedy:trust:citizens:blair:said:voters:party:liberal:comments:political
result_18.txt,115,1,1,26,news:article:title:python:first:part:already:given:need:complete
result_180.txt,1088,3,8,194,budget:tax:many:decision:credits:help:overall:announcement:chancellor:george
result_181.txt,2205,5,13,366,scotland:minister:jamieson:justice:cathy:tolerance:action:sectarian:violence:hate
result_182.txt,387,1,2,65,united:kingdom:set:experience:record:turnout:rates:upcoming:general:election
result_183.txt,1299,3,9,220,boothroyd:speaker:blair:recent:news:british:politician:lord:betty:called
result_184.txt,792,3,7,198,word:article:new:len:else:return:print:import:def:write
result_185.txt,485,1,3,83,many:controversy:use:image:labour:mock:opposition:led:accusations:hypocritical
result_186.txt,1903,1,14,316,government:clarke:security:home:secretary:charles:said:detainees:nations:uk
result_187.txt,1663,7,16,301,hunting:rally:act:hunt:supporters:sport:remains:many:place:political
result_188.txt,42,1,1,9,news:article:headline:python:code
result_189.txt,2677,6,24,471,brown:blair:would:tony:gordon:ever:like:arguments:public:perhaps
result_19.txt,2569,2,13,446,government:public:workers:many:uk:prime:minister:johnson:pensions:decision
result_190.txt,1636,4,12,282,officers:crime:power:establishments:pubs:could:chief:police:acpo:fox
result_191.txt,581,2,3,102,party:news:candidate:brief:article:resigns:overbnp:link:admits:attachment
result_192.txt,2231,7,20,381,conservatives:conservative:delegates:direction:country:party:prime:minister:economy:many
result_193.txt,2155,4,13,363,prisoners:recent:within:across:rates:years:per:reduce:crime:may
result_194.txt,1367,4,12,256,john:smith:security:government:minister:compromises:johnson:time:nothing:top
result_195.txt,1014,3,8,195,griffin:many:arrest:leader:party:despite:far:influence:continues:nick
result_196.txt,6,1,1,2,
result_197.txt,3561,1,24,558,blair:brown:divisions:ongoing:howard:governance:political:like:leaders:feud
result_198.txt,2966,5,20,502,howard:party:figure:b:c:actions:political:former:according:truancy
result_199.txt,2620,1,18,417,voters:election:voter:trust:political:democratic:among:within:society:towards
result_2.txt,1126,3,9,222,league:fans:east:game:season:team:england:january:eventful:month
result_20.txt,1923,5,13,340,witnesses:government:justice:measures:criminal:lord:legal:courts:reduce:said
result_200.txt,3700,7,26,635,children:government:many:human:rights:uk:policy:despite:unaccompanied:vulnerable
result_201.txt,48,1,1,5,news:article
result_202.txt,541,1,10,93,working:increased:taxes:alcohol:tobacco:targeting:high:income:earners:introduced
result_203.txt,297,1,2,53,child:government:planning:major:overhaul:custody:laws:including:potential:use
result_204.txt,1616,4,11,270,climate:change:scottish:environment:sepa:government:power:meeting:done:could
result_205.txt,615,1,5,105,foster:families:care:minimum:rates:payment:must:set:level:across
result_206.txt,1964,5,17,355,baa:airports:believe:great:development:future:today:world:many:problems
result_207.txt,2712,5,14,415,education:society:higher:inequality:funding:disadvantaged:opportunities:despite:individuals:barriers
result_208.txt,646,1,6,106,headline:characters:users:news:new:york:times:reports:rising:tensions
result_209.txt,17,1,1,3,news:article
result_21.txt,3349,5,32,621,party:economy:b:terrorism:policies:person:policy:must:education:health
result_210.txt,67,1,1,11,behaviour:orders:new:target:law:enforcement
result_211.txt,851,1,10,146,liberal:brown:went:attack:democrat:leader:charles:kennedy:accusing:voted
result_212.txt,2270,3,9,359,information:commissioner:new:government:cabinet:office:public:foi:come:thomas
result_213.txt,1180,3,8,208,ukip:hockney:party:berlusconi:cross:united:kingdom:independence:expressed:intentions
result_214.txt,1922,5,10,321,party:seen:uk:ukip:mp:robert:conservative:britain:news:article
result_215.txt,2522,5,14,413,howard:britain:immigration:prime:minister:government:last:country:public:time
result_216.txt,956,3,5,160,government:fmd:leigh:uk:taking:fresh:measures:response:concerns:impending
result_217.txt,2233,6,13,396,kennedy:party:labour:current:political:today:politicians:sides:equally:liberal
result_218.txt,2629,5,11,452,lord:kinnock:house:reform:lords:rights:democratic:united:change:issues
result_219.txt,506,1,10,105,bill:main:points:controversy:surrounding:id:card:bills:likely:affect
result_22.txt,2125,5,13,375,brown:summit:world:new:need:challenges:climate:change:health:healthcare
result_220.txt,1069,3,5,176,union:fraud:pac:cases:european:eu:pressing:ahead:efforts:crack
result_221.txt,447,1,3,77,sham:marry:home:office:new:rules:tackling:weddings:introduced:making
result_222.txt,1414,4,9,242,labour:party:diversity:local:candidate:despite:representation:equality:selection:process
result_223.txt,69,1,1,9,housing:plans:criticized:irreversible:environmental:impacts
result_224.txt,1820,7,12,312,women:party:kennedy:policies:lives:introducing:gender:also:support:lib
result_225.txt,1672,1,9,283,mennear:party:mr:issue:community:seen:conservative:facing:allegations:prospective
result_226.txt,1451,3,7,229,party:smith:conservative:come:idea:imprisoning:people:houses:expressing:serious
result_227.txt,594,1,4,97,interview:cbc:news:bishop:michael:miller:expressed:concern:families:forced
result_228.txt,1847,4,12,322,chinese:could:straw:arms:eu:ban:exporting:military:china:human
result_229.txt,14,1,1,2,news:article
result_23.txt,2298,2,20,384,kennedy:mr:cultures:citizens:deliver:passionate:speech:hindu:temple:tuesday
result_230.txt,1682,1,11,293,blunkett:lover:daughter:despite:mr:committee:latest:political:developments:britain
result_231.txt,1989,6,14,342,howard:id:cards:despite:article:michael:united:introduction:documents:make
result_232.txt,2105,6,14,351,manifesto:michael:howard:justice:party:election:taxes:points:morale:includes
result_233.txt,2331,6,13,411,mallon:yes:robert:burnham:two:everyone:region:way:involved:recent
result_234.txt,1735,2,8,274,security:pakistan:visit:musharraf:remain:citizens:news:article:title:papers
result_235.txt,1964,5,13,356,galloway:party:hassan:many:respect:humanitarian:iraq:working:mr:across
result_236.txt,3871,1,18,569,debt:practices:individuals:cable:lending:lib:problem:mp:across:loans
result_237.txt,3028,7,21,511,countries:like:election:world:politics:political:around:recent:international:nations
result_238.txt,2055,4,15,358,hewitt:politics:according:mrs:women:society:leave:need:become:equality
result_239.txt,229,1,2,39,uk:government:facing:mounting:pressure:introduce:reforms:regards:end:life
result_24.txt,1919,3,9,328,livingstone:johnson:prime:minister:mayor:london:party:member:parliament:boris
result_240.txt,742,1,4,183,blair:today:pressure:within:party:ahead:next:general:election:true
result_241.txt,1071,2,7,192,labour:many:working:together:common:different:made:party:upcoming:election
result_242.txt,2559,7,8,544,tweet:file:preprocess:word:value:import:print:data:read:line
result_243.txt,1374,2,8,222,kelly:medical:council:mrc:researchers:fear:newly:appointed:british:secretary
result_244.txt,3365,6,24,576,smoking:government:tobacco:scotland:smoke:also:health:scots:years:scottish
result_245.txt,95,2,1,21,html:head:title:outcome:recent:election
result_246.txt,997,2,8,194,support:hunt:bans:appears:waning:united:kingdom:uk:according:recent
result_247.txt,2411,3,12,387,mps:blackberry:house:parliament:prime:pmo:members:ministers:found:devices
result_248.txt,1449,2,7,244,lord:goldsmith:downing:street:order:officials:britain:attorney:general:rejected
result_249.txt,435,1,4,77,p:first:minister:recent:comments:alcohol:sparked:controversy:debate:latest
result_25.txt,907,1,6,150,sayeed:party:conservative:mp:member:parliament:today:political:landscape:seems
result_250.txt,3578,7,35,775,country:b:c:youth:countries:clue:turnout:one:first:since
result_251.txt,67,1,1,12,student:fee:factor:played:applications:abroad:soar
result_252.txt,1302,4,8,221,blair:former:prime:minister:butler:media:term:butcher:close:confidant
result_253.txt,2294,1,14,344,safety:protect:whistleblowers:report:tuc:whistleblower:workplace:issues:government:employment
result_254.txt,1116,3,8,190,ivory:coast:citizens:crisis:government:french:necessary:situation:quickly:escalating
result_255.txt,4944,7,36,876,parties:clarke:scheme:nics:support:blair:charles:party:identity:cards
result_256.txt,646,1,5,112,party:immigration:announcement:conservative:breaking:election:promises:regarding:meted:home
result_257.txt,2120,3,10,322,immigration:would:chakrabarti:government:due:union:oversight:board:refugees:recent
result_258.txt,1218,2,6,204,commission:electoral:cap:introducing:new:report:published:today:thursday:called
result_259.txt,2236,4,13,379,blunkett:review:victims:crime:home:announcement:manslaughter:law:new:legal
result_26.txt,1204,1,5,207,tory:id:cards:divisions:backing:tories:announced:support:controversial:government
result_260.txt,786,1,3,132,could:blair:accused:conservatives:ludicrously:irresponsible:called:proposed:budget:recipe
result_261.txt,1677,3,12,295,make:party:kennedy:election:government:economic:article:potential:conservative:bush
result_262.txt,2231,2,13,367,salmond:david:macletchie:party:leader:first:minister:allegations:accusations:legal
result_263.txt,925,2,5,163,brown:party:budget:announcement:comes:government:pushing:ahead:plan:another
result_264.txt,1176,3,7,211,eu:embargo:despite:arms:china:united:jack:straw:place:chinese
result_265.txt,480,1,5,72,kelly:trails:new:discipline:policy:gives:teachers:greater:authority:removing
result_266.txt,687,2,4,119,brown:uk:prime:minister:gordon:announced:standing:chancellor:exchequer:two
result_267.txt,1775,5,13,290,citizens:government:ceremonies:education:charles:clarke:civic:awareness:rights:society
result_268.txt,105,1,1,21,million:number:registered:voters:increased:took:office
result_269.txt,1341,4,6,218,critics:council:wales:welsh:rhodri:morgan:local:decisions:artists:art
result_27.txt,946,2,6,165,scotland:council:tax:rates:expected:increase:estimated:next:year:according
result_270.txt,1520,1,15,293,people:dr:john:smith:children:young:england:forward:great:excitement
result_271.txt,1281,5,8,239,kinnock:lord:house:lords:party:opportunity:baron:former:leader:labour
result_272.txt,1365,1,8,220,blair:mr:minister:students:prime:worn:safety:vest:embarked:upon
result_273.txt,2554,8,20,433,budget:parties:labour:party:political:two:upcoming:economy:prime:minister
result_274.txt,3204,7,23,496,britain:america:bush:could:tony:blair:leaders:security:might:george
result_275.txt,1397,4,10,246,politics:former:party:according:life:seen:rewards:leaving:front:bench
result_276.txt,1583,1,12,289,hunting:michael:hounds:law:necessary:animals:hunt:effect:tonight:monday
result_277.txt,5091,8,35,876,trump:decision:minister:royal:prime:family:meanwhile:countries:us:russia
result_278.txt,4128,10,19,668,government:court:ruling:british:johnson:human:rights:prime:minister:steps
result_279.txt,911,1,6,162,election:must:day:citizens:registration:vote:order:ecc:voter:england
result_28.txt,3313,5,19,536,un:united:states:relief:efforts:world:short:made:affected:disaster
result_280.txt,1184,5,8,198,uk:funding:global:health:development:minister:johnson:announcement:cambodia:also
result_281.txt,36,1,1,6,visas:denied:overstayers
result_282.txt,2346,6,17,412,brown:plan:community:networks:energy:social:economic:justice:greater:britain
result_283.txt,1454,4,9,241,party:conservative:minister:jackson:coalition:majority:labor:country:current:prime
result_284.txt,678,2,5,142,print:true:mp:location:attacked:pounds:passport:stolen:else:boolean
result_285.txt,1839,1,13,337,csa:agency:support:minister:would:child:review:britain:order:whether
result_286.txt,1281,4,8,222,election:labour:party:words:uk:current:political:climate:turmoil:since
result_287.txt,2335,1,13,378,police:law:enforcement:local:commissioners:leader:howard:party:system:force
result_288.txt,2259,1,9,353,throne:new:dubs:british:seeks:within:would:bill:successor:britain
result_289.txt,727,2,2,187,w:nouns:adjectives:random:verbs:len:f:python:import:def
result_29.txt,1384,3,9,238,party:within:ukip:vero:today:politics:section:former:member:european
result_290.txt,2501,7,19,453,political:major:parties:power:party:election:heath:politics:survive:elections
result_291.txt,988,1,5,162,prince:princess:dress:uk:house:commons:set:begin:investigation:senior
result_292.txt,63,1,1,9,scottish:fishing:industry:scrutiny:uk:parliament
result_293.txt,1670,2,9,266,brown:unwavering:support:prime:minister:initiatives:news:article:title:blairs
result_294.txt,1341,3,8,221,party:crosby:conservative:howard:upcoming:election:mr:within:campaign:director
result_295.txt,4007,12,20,647,world:natural:abe:leaders:disasters:japan:prime:minister:shinzo:efforts
result_296.txt,1218,4,12,223,tax:cuts:economy:news:many:also:time:tell:british:government
result_297.txt,1986,5,11,328,education:one:could:implications:government:students:access:program:thing:debate
result_298.txt,1012,3,8,167,affordable:new:policy:liberal:democrat:plan:accommodation:aims:helping:people
result_299.txt,2262,4,12,380,party:liberal:sir:charles:kennedy:political:two:parties:conservative:democrats
result_3.txt,2049,1,11,312,gambling:casinos:jowell:us:tessa:within:industry:individuals:british:players
result_30.txt,2582,6,14,445,mod:defence:new:programmes:far:delivery:delays:recent:national:found
result_300.txt,1101,1,6,189,brown:members:baume:effort:ease:tensions:gordon:issued:statement:calling
result_301.txt,3253,1,17,514,councillors:england:travellers:local:make:across:government:housing:councils:traveller
result_302.txt,2208,1,12,398,cunningham:time:jack:parliament:labour:member:since:questions:throughout:government
result_303.txt,2387,3,11,389,mousa:uk:iraqis:death:forces:iraq:court:investigation:like:international
result_304.txt,1795,2,10,305,swansea:members:mosque:community:police:come:controversy:surrounding:proposed:construction
result_305.txt,1259,1,14,200,chancellor:technology:education:climate:change:investments:social:inequality:poverty:policies
result_306.txt,144,1,1,23,political:landscape:constantly:changing:parties:must:adapt:strategies:accordingly:want
result_307.txt,1264,4,9,222,party:liberal:democrats:campaign:slogan:leader:kennedy:conservative:enough:seen
result_308.txt,3164,7,18,520,sir:nicholas:minister:scott:northern:ireland:major:education:prime:away
result_309.txt,2219,4,12,326,brown:bill:prime:minister:gordon:efforts:terrorism:oversight:rights:response
result_31.txt,280,1,2,45,groundbreaking:move:democratic:party:dp:set:challenge:voting:patterns:focus
result_310.txt,988,3,7,153,kennedy:voter:many:voting:predicts:bigger:turnout:general:election:charles
result_311.txt,203,1,1,32,news:article:title:sainsburys:donates:million:labour:general:election:date
result_312.txt,525,1,4,91,party:leader:minister:liberal:democrats:released:list:targets:upcoming:general
result_313.txt,95,1,1,18,news:article:title:lib:dem:promise:raise:stamp:duty:threshold
result_314.txt,2924,7,18,522,people:blair:population:prime:minister:statement:quinn:cabinet:however:would
result_315.txt,810,1,14,156,blair:many:tony:time:prime:minister:uk:political:well:could
result_316.txt,1937,4,12,344,cunningham:mr:may:comes:party:brexit:despite:one:labour:leader
result_317.txt,1014,1,5,188,pound:lucy:time:would:stephanie:english:politician:past:decades:century
result_318.txt,45,1,1,10,abortion:politics:news:opinion:religion
result_319.txt,2550,7,17,444,house:time:tell:many:citizens:charlie:clarke:terrorism:british:public
result_32.txt,2629,5,18,465,pain:gain:use:phrase:politicians:concept:hardship:since:success:might
result_320.txt,1760,5,9,291,elections:young:could:uk:set:make:history:summer:becomes:one
result_321.txt,1127,4,8,190,houston:uk:party:candidate:comments:many:within:controversial:independence:ukip
result_322.txt,1905,4,11,318,brown:blair:international:government:foreign:political:tensions:prime:minister:gordon
result_323.txt,1924,2,8,307,video:games:hewitt:game:age:ratings:entertainment:software:association:government
result_324.txt,1937,5,15,338,brown:one:success:gordon:since:years:prime:minister:history:career
result_325.txt,4473,8,40,760,sir:anthony:conservative:today:minister:public:one:mark:political:sarah
result_326.txt,1702,1,14,298,smith:mr:child:support:csa:agency:despite:time:payments:payment
result_327.txt,2251,6,13,396,clarke:rights:mr:detention:human:home:without:trial:secretary:civil
result_328.txt,70,1,2,16,text:already:complete:output:needed
result_329.txt,1949,4,14,318,election:electoral:voting:process:upcoming:officials:one:fraud:increased:security
result_33.txt,2630,5,19,483,limit:new:government:safer:mg:alcohol:lives:driving:make:roads
result_330.txt,1631,5,12,295,many:parties:people:citizens:neither:president:candidates:time:upcoming:presidential
result_331.txt,1180,5,8,214,brown:uk:countries:increase:aid:funding:chancellor:met:leaders:african
result_332.txt,1286,3,9,212,blair:mr:minister:middle:east:met:israel:president:prime:tony
result_333.txt,2029,1,11,326,blair:throughout:foreign:however:britain:may:party:labour:served:prime
result_334.txt,48,1,1,10,uk:brexit:divides:nation:along:party:lines
result_335.txt,85,1,1,16,blair:rejects:calls:publication:iraq:advice:guardian
result_336.txt,712,1,5,126,environment:animal:government:department:food:rural:affairs:defra:currently:considering
result_337.txt,1985,4,11,330,policy:exclusive:citizens:uk:within:businesses:foreign:labour:government:eu
result_338.txt,1234,1,7,217,political:bercow:election:party:may:could:latest:headlines:came:conservatives
result_339.txt,546,1,5,91,cameron:party:uk:new:political:former:prime:minister:david:set
result_34.txt,2659,4,11,400,blair:election:upon:british:prime:minister:tony:date:mr:may
result_340.txt,2469,5,15,361,muslim:individuals:muslims:blears:security:police:citizens:law:minister:critics
result_341.txt,2058,1,13,340,detention:house:lords:parliament:crimes:since:detainees:decision:many:britain
result_342.txt,1893,5,12,317,evidence:government:uk:decision:justice:despite:civil:liberties:security:citizens
result_343.txt,1891,1,15,312,party:british:conservative:cameron:campaign:public:conservatives:mrs:julia:howard
result_344.txt,1396,3,11,241,government:order:public:liberal:brown:faith:trust:democrats:stressed:needs
result_345.txt,810,2,5,141,mcconnell:scottish:tragedy:another:outlines:impact:families:jack:addressed:parliament
result_346.txt,1672,1,12,280,reforms:students:schools:government:potential:alternatives:discussed:far:concerns:school
result_347.txt,4862,12,36,868,john:jane:office:building:reunion:dinner:without:peter:could:couple
result_348.txt,1531,1,10,263,sports:betting:bets:committee:industry:report:need:well:help:group
result_349.txt,28,1,1,5,minimum:wage:increased
result_35.txt,1992,3,11,317,government:individuals:nao:department:education:courses:training:access:opportunities:female
result_350.txt,2928,1,20,496,blunkett:london:blair:may:age:later:tony:one:prime:minister
result_351.txt,2388,6,19,428,budget:election:party:upcoming:voters:parties:find:ways:whether:conservative
result_352.txt,1110,3,6,185,policy:sir:michael:new:home:secretary:howard:yesterday:announced:introducing
result_353.txt,718,2,6,132,cameron:exclusive:interview:prime:minister:david:revealed:plans:radical:new
result_354.txt,1301,2,9,233,taxes:parliament:within:comes:ongoing:saga:minister:gordon:brown:government
result_355.txt,2661,8,16,464,blair:tony:nltk:import:prime:minister:guildford:convicts:create:pm
result_356.txt,1072,1,8,191,robert:world:today:politicians:facing:increasing:pressure:due:various:issues
result_357.txt,4772,4,13,697,mental:issues:groups:one:awareness:health:specifically:within:etc:much
result_358.txt,1993,1,10,316,uk:due:economy:eurozone:rates:associated:recent:times:eu:facing
result_359.txt,2313,5,24,420,uk:decision:reduce:presence:embassies:high:commissions:order:planning:international
result_36.txt,976,2,7,165,abbas:israelis:must:done:monday:palestinian:president:mahmoud:released:statement
result_360.txt,1251,4,8,218,pensioners:liberal:months:older:society:britain:set:benefit:big:measures
result_361.txt,3335,4,13,890,k:v:name:item:chars:python:address:filter:x:type
result_362.txt,1353,3,9,237,makarov:british:status:former:russian:intelligence:officer:spy:recently:entered
result_363.txt,1823,1,10,290,marsh:initiative:new:crime:commissioner:andy:would:outside:traditional:time
result_364.txt,796,2,5,150,leave:according:billion:year:labour:party:proposed:increase:paid:maternity
result_365.txt,1774,5,9,309,brown:england:chancellor:party:election:mr:clear:voting:one:gordon
result_366.txt,1682,5,15,296,two:british:leaders:world:spain:spanish:prime:minister:gibraltar:future
result_367.txt,2257,3,16,360,blair:tony:uk:trust:government:issues:mr:election:former:prime
result_368.txt,656,1,5,118,election:blunkett:general:party:news:article:politics:week:former:home
result_369.txt,244,1,2,46,recent:days:cherie:blair:come:fire:sides:many:conservatives:criticizing
result_37.txt,4243,9,34,700,people:change:strike:hundreds:protesters:outside:parliament:building:thousands:day
result_370.txt,1313,1,10,231,human:cloning:surrounding:many:however:despite:yet:debate:particularly:therapeutic
result_371.txt,2201,8,9,348,election:debate:society:boris:johnson:leader:could:comments:within:news
result_372.txt,169,1,1,29,protesters:plan:stage:protest:london:heathrow:airport:tomorrow:calling:protests
result_373.txt,1448,1,5,254,marginal:tsgr:labour:seats:believe:brown:central:campaign:group:target
result_374.txt,675,1,5,120,one:words:parties:complete:news:article:politics:starting:divides:difference
result_375.txt,1065,2,5,177,borders:railway:party:news:headline:rally:call:reopen:rail:link
result_376.txt,749,2,6,139,london:livingstone:editor:mayor:ken:declined:apologize:remark:deemed:racially
result_377.txt,2436,3,8,458,words:print:cameron:party:w:word:prime:minister:european:union
result_378.txt,1320,1,11,224,party:manchester:also:labour:blackpool:announcement:came:surprise:many:expected
result_379.txt,2184,6,20,429,conservative:prime:minister:despite:mr:hague:could:many:times:former
result_38.txt,2193,4,15,381,turkey:eu:leaders:three:prime:minister:nations:join:union:europe
result_380.txt,2454,5,18,415,mr:blunkett:blair:member:cabinet:today:despite:public:recent:resignation
result_381.txt,2153,5,15,389,blair:brown:tony:gordon:election:power:upcoming:high:country:public
result_382.txt,992,1,6,173,labour:within:government:lane:mood:among:voters:topic:discussed:tony
