name,length,count_paragraphs,count_sentences,count_tokens,keywords
043x2.txt,2024,1,16,358,older:voters:election:people:support:party:outcome:general:charity:aged
044x2.txt,1380,3,9,240,royal:committee:family:scrutiny:regarding:spending:aides:duchy:cornwall:public
045x2.txt,2173,5,14,375,scottish:parliament:msps:outside:edinburgh:msp:transparency:mps:interest:activities
046x2.txt,2034,7,14,349,mr:blunkett:investigation:former:latest:politician:home:secretary:quinn:behavior
047x2.txt,3892,9,25,644,scottish:universities:students:wallace:scotland:education:applications:higher:continue:england
048x2.txt,3323,10,15,556,bill:animal:welfare:draft:language:anglers:committee:could:recreational:concerns
049x2.txt,3139,1,15,522,government:home:immigration:issue:mr:also:kennedy:approach:party:way
050x2.txt,3123,7,21,545,ban:smoking:scotland:health:comprehensive:mcconnell:public:introduce:step:people
051x2.txt,2611,6,16,430,custody:legal:parental:children:system:courts:committee:disputes:rights:role
052x2.txt,2753,6,21,475,states:etzioni:amitai:failing:political:focus:evil:global:rogue:expert
053x2.txt,2741,11,23,524,makarov:government:despite:settlement:still:said:britain:years:many:british
054x2.txt,1210,2,7,201,buyers:tax:threshold:would:affordability:crisis:housing:market:cable:people
055x2.txt,3180,7,21,562,ms:kelly:schools:bullying:education:school:said:issues:students:support
056x2.txt,2789,10,15,441,program:citizenship:government:pilot:australian:among:community:would:aimed:promoting
057x2.txt,684,1,6,123,children:new:al:set:take:role:commissioner:england:appointment:comes
058x2.txt,2594,5,18,456,china:beijing:human:rights:actions:could:us:treatment:ban:protests
059x2.txt,3239,3,20,562,cap:campaign:electoral:political:big:wealthy:influence:campaigns:donors:money
060x2.txt,1819,1,20,346,iraq:cardinal:bridges:war:conflict:may:interview:bbc:radio:ongoing
061x2.txt,1906,5,11,339,saga:royal:mail:voters:left:voting:delay:ballots:darlington:papers
062x2.txt,2995,13,19,551,muslim:mab:election:event:general:vote:upcoming:according:voters:uk
063x2.txt,1310,4,11,249,retail:workers:work:time:politicians:health:wellbeing:supporters:say:bill
064x2.txt,1620,3,11,277,eu:blair:membership:turkey:turkish:muslim:country:tony:union:stance
065x2.txt,2359,9,14,407,uk:mubanga:british:citizenship:zambia:president:government:home:office:corruption
066x2.txt,1744,1,21,307,measures:others:men:september:debate:ferry:security:argue:incident:accused
067x2.txt,3378,1,28,548,children:parents:policymakers:court:battles:relationships:child:conflicts:may:support
068x2.txt,2891,8,17,499,bill:mental:capacity:patients:wishes:healthcare:care:may:step:medical
069x2.txt,2093,6,12,357,government:workers:unions:changes:pensions:local:council:public:sector:discuss
070x2.txt,2035,1,16,359,howard:home:upon:civil:liberties:party:secretary:plans:control:orders
071x2.txt,2115,5,11,346,immigration:pac:staff:applications:dhs:political:policies:flawed:decision:making
072x2.txt,2848,9,17,496,bill:labour:mps:house:despite:terrorism:home:secretary:civil:liberties
073x2.txt,2063,7,13,356,family:new:royal:bill:legislation:historic:end:primogeniture:uk:succession
074x2.txt,1128,2,7,200,griffin:party:britain:first:arrest:actions:video:nick:leader:arrested
075x2.txt,2203,7,11,377,johnson:mr:israel:livingstone:row:palestinian:journalist:international:livingston:clash
076x2.txt,2783,6,17,477,nao:costs:cost:mod:defence:military:report:found:projects:despite
077x2.txt,1636,6,13,299,budget:british:uk:politics:general:election:political:remains:brexit:key
078x2.txt,4989,7,26,811,schemes:children:trial:unaccompanied:could:minors:argue:migration:child:one
079x2.txt,2293,7,16,376,voter:election:system:register:registration:officials:mistakes:elections:household:voting
080x2.txt,2559,5,17,420,education:government:access:adults:nao:vocational:significant:qualifications:national:found
081x2.txt,1928,7,16,342,bill:id:legislation:shadow:cabinet:uk:mps:vote:commons:labour
082x2.txt,3783,8,26,657,eu:constitution:party:ancram:comments:conservative:government:foreign:secretary:referendum
083x2.txt,1596,4,15,278,parties:election:new:hague:need:david:cameron:announced:plans:reform
084x2.txt,1253,1,8,232,cuts:services:government:public:union:campaign:also:civil:training:could
085x2.txt,2678,7,19,470,quangos:government:blair:number:established:lewis:rise:issue:british:however
086x2.txt,3640,8,20,610,stem:research:cell:cameron:science:experiment:election:however:potential:article
087x2.txt,3120,9,23,497,asylum:government:immigration:howard:refugees:australia:people:illegal:new:policy
088x2.txt,3093,7,19,510,calls:political:election:parties:voters:campaign:ico:periods:lives:campaigns
089x2.txt,2846,6,26,508,article:ross:mr:brexit:scottish:firm:views:investigation:power:first
090x2.txt,1582,2,10,260,energy:scotland:hydrogen:renewable:experts:fuel:scottish:government:emissions:power
091x2.txt,1490,5,9,270,labour:pension:winter:party:deaths:state:people:pensioners:million:reforms
092x2.txt,2528,1,22,417,behavior:antisocial:crime:rates:measures:reducing:government:efforts:criminal:activity
093x2.txt,1345,2,10,256,kennedy:iraq:withdrawal:troops:british:mr:said:phased:uk:must
094x2.txt,3924,11,28,717,mcconnell:drinking:mr:students:binge:young:people:health:alcohol:said
095x2.txt,2439,1,14,420,civil:mr:service:blair:brown:baume:cuts:servants:however:within
096x2.txt,2090,7,12,357,government:plan:conservatives:election:party:said:smaller:part:manifesto:includes
097x2.txt,2456,8,17,401,rights:government:clarke:nations:human:argue:national:security:hope:detention
098x2.txt,2253,6,14,399,health:policy:research:government:mental:care:scottish:report:flawed:flagship
099x2.txt,3027,4,17,530,prime:minister:public:voters:economic:growth:services:article:prosperity:uk
100x2.txt,3731,12,25,661,mubanga:cuba:government:said:uk:human:rights:headley:country:held
101x2.txt,3524,12,24,596,local:governments:funding:essex:councils:authorities:new:government:deal:settlement
102x2.txt,3461,10,31,623,investigation:casalme:lord:adonis:ms:government:permanent:residency:granting:status
103x2.txt,2246,5,16,395,children:foster:carers:care:new:improve:fostering:system:could:government
104x2.txt,2789,5,18,487,family:wedding:royal:prince:way:public:couple:cornwall:mrs:parker
105x2.txt,3196,11,22,544,blears:ms:government:terrorism:communities:people:muslim:society:risk:leaders
106x2.txt,2660,7,24,512,uk:people:asylum:johnson:issue:mr:many:one:years:come
107x2.txt,2064,7,15,376,johnson:mr:prime:minister:improving:lives:early:education:children:election
108x2.txt,1271,5,9,221,amicus:workers:general:union:tgwu:working:could:also:labor:merger
109x2.txt,2306,5,14,360,digital:uk:one:report:towards:growth:high:broadband:among:internet
110x2.txt,2823,1,20,490,britain:inequality:welfare:others:johnson:blair:power:social:greater:political
111x2.txt,2311,7,20,395,veritas:party:mr:political:immigration:new:uk:ukip:country:traditional
112x2.txt,1619,1,14,307,blunkett:politics:affair:seat:parliament:certain:comeback:people:leave:office
113x2.txt,1866,4,12,334,lucy:political:family:william:pierce:controversial:figure:others:father:embracing
114x2.txt,2200,7,14,387,congestion:council:consultation:city:charging:edinburgh:argue:part:efforts:concerns
115x2.txt,2756,5,13,483,limit:road:safety:debate:legal:driving:alcohol:measures:new:drunk
116x2.txt,2288,8,14,395,csa:agency:politicians:replacement:support:political:step:could:families:controversial
117x2.txt,2018,6,17,344,blair:many:accused:baroness:political:without:speaker:policies:politics:however
118x2.txt,2840,8,16,467,witnesses:criminal:justice:system:lord:falconer:defendants:changes:uk:evidence
119x2.txt,1505,1,14,271,hailsham:political:role:figure:despite:leader:sir:william:passed:away
120x2.txt,2590,5,18,433,prince:statement:royal:howard:prime:minister:halloween:especially:criticism:family
121x2.txt,2897,6,18,494,wales:welsh:government:healthcare:times:waiting:health:care:nhs:minister
122x2.txt,2839,9,22,492,tb:uk:medical:public:health:disease:would:government:tests:countries
123x2.txt,804,1,6,141,politicians:using:devices:message:mobile:phones:making:calls:handheld:computers
124x2.txt,2258,5,17,399,dr:gibbons:welsh:policies:new:leadership:voters:wales:party:labour
125x2.txt,2201,5,16,388,houston:mr:snp:party:views:many:suspension:scottish:election:within
126x2.txt,3642,14,26,642,biden:mr:prime:victory:global:election:minister:world:us:raab
127x2.txt,1866,1,13,328,brown:uk:countries:nations:one:budget:speech:ambitious:aid:debt
128x2.txt,3785,8,25,654,billion:another:independence:government:borrowing:chancellor:hammond:uk:britain:may
129x2.txt,836,1,7,146,protests:french:france:move:influence:continued:rage:made:surprise:beginning
130x2.txt,2761,1,20,480,children:world:healthcare:oxfam:governments:may:continue:deaths:malnutrition:die
131x2.txt,1755,7,13,327,police:government:court:protests:decision:supreme:use:force:unlawful:protesters
132x2.txt,1841,1,14,306,age:retirement:johnson:conference:government:concerns:population:according:mr:pension
133x2.txt,1850,5,12,329,casinos:local:communities:plans:uk:government:las:areas:secretary:eric
134x2.txt,1463,4,11,274,law:hunting:foxes:ban:hunters:many:argue:sport:others:wildlife
135x2.txt,3757,10,22,729,blair:prime:minister:trip:whether:vacation:time:however:one:country
136x2.txt,3705,5,19,639,china:article:title:date:byline:human:rights:us:chinese:source
137x2.txt,4234,11,30,719,dogs:hunting:ban:rural:could:one:also:argue:wildlife:populations
138x2.txt,2888,10,18,494,fraud:eu:common:definition:financial:accounts:nao:member:states:national
139x2.txt,3119,8,18,493,straw:foreign:tour:cooperation:secretary:region:mr:jack:peace:southeast
140x2.txt,768,1,6,125,political:genocide:many:justice:leaders:accused:enough:address:issue:rape
141x2.txt,3624,1,25,619,many:concerns:issue:however:would:political:recent:deal:two:merger
142x2.txt,3797,1,34,707,constitution:treaty:new:uk:eu:member:european:states:many:one
143x2.txt,2923,7,25,498,malik:diversity:representation:mr:minority:greater:number:parliament:uk:government
144x2.txt,1650,6,12,291,davies:nairobi:incident:attack:mp:quentin:park:visiting:kenya:despite
145x2.txt,1332,4,12,240,seat:party:mr:green:coastal:general:election:resignation:reports:meeting
146x2.txt,2092,5,15,350,waste:nuclear:countries:management:government:argue:uk:one:decision:challenges
147x2.txt,3222,9,22,561,immigration:clarke:labour:comments:mps:partyæs:clarkeæs:many:ö:country
148x2.txt,3050,13,19,551,postal:could:elections:voting:votes:ballots:future:scandal:major:political
149x2.txt,2548,5,17,441,blair:mr:peace:region:leaders:conference:agreement:process:conflict:working
150x2.txt,1083,4,6,182,political:expelled:continue:galloway:party:title:leaders:abducted:date:november
151x2.txt,2032,8,15,360,detention:men:government:begg:four:mubanga:abbasi:belmar:groups:argue
152x2.txt,1661,5,15,304,law:new:eustace:hunting:hunt:mr:would:rural:affairs:minister
153x2.txt,2477,7,15,427,system:immigration:clarke:uk:failed:asylum:seekers:workers:home:countries
154x2.txt,2724,6,18,472,livingstone:johnson:london:labour:miliband:party:comments:political:mayor:condemned
155x2.txt,3111,5,23,534,brexit:mr:johnson:political:president:blair:british:prime:minister:interview
156x2.txt,2230,5,16,393,sir:john:gieve:scandal:blunkett:mr:home:secretary:politics:controversies
157x2.txt,2916,17,23,540,attack:ukip:bbc:incident:member:slurry:statement:radio:show:party
158x2.txt,1421,5,12,264,government:fuel:mr:brown:year:emissions:oil:market:prices:annual
159x2.txt,2353,10,13,443,people:labour:cameron:said:leader:conservatives:mr:change:tory:mass
160x2.txt,2933,10,14,500,macdonald:legal:government:uk:detention:terror:ian:qc:aid:house
161x2.txt,1612,5,11,296,agreement:deal:blair:reached:leaders:historic:brexit:north:final:speech
162x2.txt,1921,5,15,323,workers:safety:government:rights:speak:labor:working:workplace:jobs:take
163x2.txt,1190,1,9,220,kinnock:politicians:frost:face:interview:comment:however:may:many:often
164x2.txt,586,1,4,97,answer:recent:political:developments:announced:death:toll:indian:ocean:tidal
165x2.txt,1596,6,13,298,current:plan:people:could:police:acpo:late:night:licensing:system
166x2.txt,2777,8,21,506,blunkett:quinn:home:secretary:personal:affair:criticism:however:children:relationship
167x2.txt,2317,1,23,375,economic:committee:sustainable:many:future:politicians:create:must:environmental:without
168x2.txt,2987,10,18,510,drug:crime:drugs:use:argue:criminal:influence:committee:addiction:decriminalization
169x2.txt,2633,6,13,447,hunting:dogs:mps:devon:farmer:animals:laws:pest:control:activities
170x2.txt,2342,5,17,415,need:crisis:wait:routine:patients:many:care:healthcare:times:staff
171x2.txt,2168,7,11,344,sports:uk:government:health:policy:youth:access:new:participation:overall
172x2.txt,2800,1,19,471,schools:faith:independent:school:education:controversy:ofsted:british:mr:bell
173x2.txt,2999,10,20,504,eczema:health:conditions:prisons:prison:chronic:healthcare:scottish:support:napier
174x2.txt,2865,9,15,492,ferguson:scottish:sturgeon:escape:justice:prison:temporary:release:pbs:snp
175x2.txt,2948,9,18,527,brown:labour:party:would:may:support:general:election:conservatives:power
176x2.txt,3726,13,24,694,local:illegal:government:councils:rural:gypsies:camps:communities:settlements:new
177x2.txt,2800,8,24,510,wales:bombings:people:many:justice:llwyd:security:welsh:anniversary:carried
178x2.txt,1383,3,11,241,accident:work:occurred:railway:maintenance:incident:safety:event:devastating:major
179x2.txt,1742,1,12,316,political:election:parties:one:voters:however:hunting:dogs:ahead:crucial
180x2.txt,3446,6,20,589,government:mental:amendments:make:changes:capacity:bill:argued:health:however
181x2.txt,2511,7,17,472,school:physical:young:people:health:blair:new:initiative:said:activities
182x2.txt,2844,9,24,502,bill:people:measures:could:government:legislation:powers:necessary:threats:critics
183x2.txt,1585,4,13,273,goodman:health:issues:politics:including:sir:nicholas:service:many:time
184x2.txt,3519,10,24,582,statement:lord:government:matter:goldsmithæs:decision:goldsmith:mates:attorney:political
185x2.txt,1887,7,11,326,community:swansea:city:wales:also:racism:report:diversity:inclusion:campaigners
186x2.txt,2525,6,20,446,mr:blair:labour:however:many:london:mayor:accused:pandemic:government
187x2.txt,2855,7,17,495,casinos:gambling:super:government:new:uk:local:machines:plans:remains
188x2.txt,1860,1,12,324,musharraf:uk:visit:former:london:despite:human:rights:pakistan:many
189x2.txt,2547,6,21,462,mr:bush:second:poverty:continue:president:world:term:pledged:working
190x2.txt,1783,5,12,329,howard:snooker:mr:hall:truancy:life:also:spoke:experiences:time
191x2.txt,1673,4,14,282,global:new:coalition:politics:announcement:humanitarian:united:towards:addressing:need
192x2.txt,3680,6,23,655,war:moazzam:begg:human:rights:terror:gitmo:release:military:world
193x2.txt,2790,1,21,473,qmv:eu:could:uk:immigration:within:member:significant:policies:countries
194x2.txt,1721,5,14,287,johnson:mrs:court:uk:wife:supreme:trump:us:decision:guantanamo
195x2.txt,1182,1,6,207,blair:mr:money:affected:need:tony:denied:spent:devastating:tsunami
196x2.txt,2295,8,18,384,manderson:dirty:deripaska:mandelson:tricks:tories:involvement:accused:campaign:lord
197x2.txt,2065,4,13,360,climate:change:blair:mccain:leaders:combat:global:warming:office:former
198x2.txt,3536,11,25,576,surveillance:measures:also:terrorism:hayman:must:could:need:threat:mr
199x2.txt,2521,6,14,424,games:hewitt:enforcement:children:law:sale:whether:stricter:adult:kids
200x2.txt,3763,1,21,616,police:would:could:assembly:northern:ireland:local:greater:accountability:robocop
201x2.txt,1458,4,9,266,bnp:brown:mr:party:conservatives:however:voter:whether:overlap:interview
202x2.txt,1946,7,14,335,government:police:funding:decision:concerns:cut:among:law:enforcement:officials
203x2.txt,2653,7,16,454,report:nao:livestock:animal:health:fmd:uk:defra:leigh:chairman
204x2.txt,2551,8,15,410,criminal:justice:scotland:local:sps:authorities:within:scottish:prisons:remain
205x2.txt,2754,6,17,487,government:iran:uk:tutu:zuma:british:criticism:nuclear:comes:news
206x2.txt,2004,4,11,355,blunkett:blair:future:british:government:resignation:visa:nanny:optimistic:politics
207x2.txt,991,1,6,166,government:iran:nuclear:program:action:deal:political:climate:tense:reports
208x2.txt,1805,6,12,307,indonesia:troops:india:countries:province:government:region:could:deployment:military
209x2.txt,2050,5,13,335,attacks:palestinian:israel:israeli:peace:violence:latest:round:talks:hamas
210x2.txt,2139,7,15,377,wales:civil:service:government:strike:services:action:disruptions:across:public
211x2.txt,3057,5,19,537,lord:falconer:judges:woolf:inquiries:judicial:legal:judiciary:justice:appointment
212x2.txt,591,1,4,104,crosby:election:brexit:lynton:facing:questions:role:boris:johnsonæs:campaign
213x2.txt,2574,7,17,467,party:green:students:political:parties:plan:win:election:one:could
214x2.txt,4163,11,23,696,mental:health:prison:within:suicides:committee:task:force:criminal:justice
215x2.txt,3631,6,21,607,new:marriages:policy:sham:uk:home:office:individuals:government:well
216x2.txt,2637,6,17,430,evidence:rights:human:many:court:uk:surveillance:security:law:javier
217x2.txt,1797,4,11,290,mock:election:schools:young:people:vote:initiative:take:program:society
218x2.txt,4124,7,28,717,blair:prime:minister:however:trudeau:uk:indigenous:may:many:intervene
219x2.txt,2974,10,23,523,jamieson:sectarianism:orders:together:exclusion:celtic:rangers:scotland:scottish:communities
220x2.txt,3041,9,19,543,immigration:clarke:system:uk:proposal:everyone:policy:proposed:needs:come
221x2.txt,2252,6,16,377,ruling:lords:law:government:house:prime:minister:may:current:detention
222x2.txt,1381,4,10,244,poll:constitutional:change:would:vote:new:constitution:changes:referendum:proposed
223x2.txt,2959,1,19,494,wright:stuff:lib:dems:could:viewers:political:also:issues:politicians
224x2.txt,3291,9,18,544,government:powers:intelligence:uk:ruling:without:laws:court:security:agencies
225x2.txt,2701,7,24,471,uk:political:chancellor:economic:however:remains:despite:voters:issues:prime
226x2.txt,1633,4,11,265,health:government:cuts:improve:years:outcomes:fair:access:regulator:universities
227x2.txt,2266,5,15,408,bill:immigration:mps:could:tomorrow:labour:debate:home:secretary:insisting
228x2.txt,1930,4,15,343,poster:politicians:mennear:many:whether:campaigns:tory:use:caused:among
229x2.txt,3034,7,21,535,moussa:uk:mr:british:court:ruling:death:accountable:government:military
230x2.txt,3122,8,22,560,force:use:laws:weapons:current:reasonable:argue:surrounding:go:far
231x2.txt,3263,8,23,533,policies:pc:argue:immigration:one:others:society:sentencing:sentences:remains
232x2.txt,847,2,6,155,mayor:comments:london:sadiq:khan:lgo:political:storm:erupted:made
233x2.txt,1785,1,10,306,foia:information:government:organizations:committee:new:transparency:citizens:act:however
234x2.txt,4166,1,35,760,said:crime:businesses:communities:new:government:plans:police:article:charter
235x2.txt,1024,1,6,182,party:walkington:sandy:shadow:minister:business:enterprise:new:davey:comes
236x2.txt,1188,3,9,217,mandelson:blair:one:figure:cabinet:time:political:landscape:uk:constantly
237x2.txt,1683,6,11,331,leader:immigration:veritas:immigrants:employers:landlords:poland:elite:benefit:skills
238x2.txt,1497,9,10,264,scottish:regiments:save:group:hoon:opposition:election:defence:secretary:announced
239x2.txt,2479,1,17,415,police:csos:officers:england:wales:cso:federation:program:new:across
240x2.txt,2269,1,22,389,betting:uk:committee:industry:gambling:operators:sports:parliamentary:practices:rise
241x2.txt,2574,5,17,454,council:tax:rises:councils:increases:political:government:services:residents:year
242x2.txt,4118,13,26,652,government:document:destruction:foia:public:information:departments:records:management:article
243x2.txt,909,3,6,153,tour:fish:markets:discuss:environmental:issues:committee:industry:mps:set
244x2.txt,2769,8,18,479,kelly:research:ms:human:embryonic:scientists:always:stem:stance:medicine
245x2.txt,3198,11,20,583,army:changes:ministry:regiments:plans:defence:restructuring:number:scotland:one
246x2.txt,2903,8,19,471,students:university:universities:could:higher:education:opportunities:access:remains:student
247x2.txt,2166,5,15,370,temple:farron:labour:visit:liberal:ethnic:voters:hindu:community:shri
248x2.txt,1296,4,11,232,politician:relationship:months:situation:many:ultimately:dating:celebrity:several:took
249x2.txt,969,3,5,179,blair:debate:opponents:prime:minister:election:reasons:answer:title:refuses
250x2.txt,4896,9,38,862,groups:lobbying:healthcare:support:political:government:public:one:may:policy
251x2.txt,2773,1,17,500,rift:blair:brown:within:men:government:tsunami:disaster:two:relief
252x2.txt,2270,1,18,393,korea:johnson:prime:minister:move:step:however:north:biden:aimed
253x2.txt,3169,10,23,593,blair:brown:war:party:deal:iraq:labour:prime:minister:revelations
254x2.txt,2915,10,21,567,blair:brown:party:election:labour:next:one:tony:gordon:despite
255x2.txt,4700,14,26,801,uk:government:mr:us:sunak:political:prime:minister:corruption:news
256x2.txt,2908,8,19,550,brown:blair:mr:could:leadership:relationship:book:however:prime:minister
257x2.txt,4410,15,33,802,labour:party:mr:could:corbyn:hammond:election:chancellor:leadership:voters
258x2.txt,2906,7,14,521,blair:brown:power:election:party:struggle:many:men:meeting:labor
259x2.txt,3046,9,20,538,party:liberal:elections:democrats:would:members:selection:process:could:new
260x2.txt,3182,12,23,590,mr:brown:labour:party:feud:blair:could:said:leaders:win
261x2.txt,3260,6,21,557,labour:milburn:brown:next:election:within:party:government:approach:also
262x2.txt,3992,9,23,644,crime:parties:mr:howard:political:party:question:liberal:public:together
263x2.txt,3496,7,26,589,political:polarization:people:together:common:tend:lean:towards:work:current
264x2.txt,2582,6,18,462,election:political:could:one:elections:polls:months:clear:year:voters
265x2.txt,1759,6,13,330,cuts:labour:conservatives:spending:see:key:bodies:george:osborne:far
266x2.txt,1946,5,14,370,bill:succession:lord:dubs:may:male:throne:would:labour:peer
267x2.txt,3584,7,24,629,morris:political:politics:american:one:many:president:also:including:winner
268x2.txt,2537,6,20,438,miliband:people:achieve:help:would:could:programs:young:political:leaders
269x2.txt,1076,1,8,185,politics:young:political:generations:found:among:however:people:one:could
270x2.txt,2163,6,12,359,majoræs:waste:û:plan:prime:spending:could:turn:around:may
271x2.txt,4555,13,42,802,johnson:would:uk:may:mr:eu:merkel:healthcare:nhs:however
272x2.txt,3195,7,20,554,tories:party:election:campaign:lib:voters:liberal:democrats:labour:leader
273x2.txt,2635,8,19,464,lord:chancellor:justice:system:legal:judicial:reforms:independence:within:government
274x2.txt,2211,4,14,364,political:mr:brown:ms:smith:one:education:towards:remarkable:people
275x2.txt,1874,1,15,340,uk:government:could:budget:labour:cutting:wealthy:however:tories:cuts
276x2.txt,1606,7,12,292,cook:blair:bannatyne:prime:minister:tony:countries:gordon:said:challenges
277x2.txt,1020,2,6,168,blair:taxes:cuts:prime:minister:howard:increase:election:title:dismisses
278x2.txt,1815,6,12,325,political:starbucks:rymans:greek:cafe:election:parties:headquarters:small:westminster
279x2.txt,2506,8,22,479,human:rights:khan:security:since:governments:used:people:name:amnesty
280x2.txt,1902,6,15,368,blair:mr:said:towards:expressed:new:middle:east:bush:democracy
281x2.txt,2955,9,20,520,party:greenfield:conservative:plans:new:former:article:mep:ashley:joke
282x2.txt,2378,6,15,415,party:spending:tax:parties:tories:cuts:plans:government:labour:could
283x2.txt,3007,6,16,522,taxation:taxes:voters:would:party:issue:johnson:clear:election:debate
284x2.txt,4248,11,37,757,party:political:politics:conservatives:even:one:election:success:many:however
285x2.txt,1978,6,11,383,mr:hague:politics:back:charity:however:said:telegraph:life:former
286x2.txt,1721,4,12,308,houston:mr:politics:john:known:views:scottish:expressing:opinions:political
287x2.txt,1605,5,12,305,blair:baroness:boothroyd:tony:legacy:believes:made:forward:continues:topic
288x2.txt,1678,1,13,315,hockney:mr:someone:damian:lead:artist:art:best:candidate:mind
289x2.txt,1960,5,13,350,kinnock:leader:party:several:british:politics:appointed:lead:house:lords
290x2.txt,4240,9,28,737,surveillance:privacy:many:proposed:measures:security:forsyth:individual:lord:falconer
291x2.txt,981,3,7,176,unions:amicus:tgwu:uk:two:trade:together:workers:announced:plans
292x2.txt,2881,4,18,519,nattrass:ukip:eu:party:leader:germany:batten:many:mike:deputy
293x2.txt,3845,11,28,672,mr:veritas:parties:political:uk:party:johnson:brexit:voters:eu
294x2.txt,1976,7,13,362,government:unions:strike:public:union:workers:sector:pensions:march:uk
295x2.txt,1389,4,10,249,blair:term:mr:would:tony:britain:longest:prime:minister:power
296x2.txt,1482,1,9,254,lord:archer:politics:fox:charges:trade:former:conservative:party:member
297x2.txt,1681,3,11,301,mr:campbell:mandelson:accused:continue:feud:brexit:uk:another:manderson
298x2.txt,3861,7,20,673,campaign:finance:political:many:ec:limit:cap:may:debate:influence
299x2.txt,2477,7,15,412,bill:id:shadow:cabinet:opposition:government:could:compulsory:despite:senior
300x2.txt,4109,9,21,652,surveillance:may:support:measures:rights:discussion:privacy:london:among:attacks
301x2.txt,2560,8,17,457,healthcare:government:announcement:political:balls:party:tax:could:need:year
302x2.txt,1755,4,12,316,galloway:respect:race:george:labour:run:parliament:recent:political:within
303x2.txt,2192,1,24,385,coalition:government:led:political:negotiations:leaders:ultimately:documents:despite:form
